Year,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Value,LandArea,Areaname,Density
2002,IOWA,19,CENTRAL,50,BOONE,15,11,571.57,"Boone, IA",0.019245237
2012,IOWA,19,NORTHEAST,30,BREMER,17,71,435.48,"Bremer, IA",0.163038486
2002,IOWA,19,NORTHEAST,30,BREMER,17,204,435.48,"Bremer, IA",0.468448608
2012,IOWA,19,NORTHEAST,30,BUCHANAN,19,406,571.02,"Buchanan, IA",0.711008371
2007,IOWA,19,NORTHEAST,30,BUCHANAN,19,77,571.02,"Buchanan, IA",0.134846415
2002,IOWA,19,NORTHEAST,30,BUCHANAN,19,61,571.02,"Buchanan, IA",0.106826381
2012,IOWA,19,NORTHWEST,10,BUENA VISTA,21,97,574.92,"Buena Vista, IA",0.168719126
2007,IOWA,19,NORTHWEST,10,BUENA VISTA,21,26,574.92,"Buena Vista, IA",0.045223683
2012,IOWA,19,NORTH CENTRAL,20,BUTLER,23,134,580.13,"Butler, IA",0.230982711
2012,IOWA,19,WEST CENTRAL,40,CARROLL,27,12,569.44,"Carroll, IA",0.021073335
2007,IOWA,19,WEST CENTRAL,40,CARROLL,27,8,569.44,"Carroll, IA",0.01404889
2012,IOWA,19,EAST CENTRAL,60,CEDAR,31,116,579.44,"Cedar, IA",0.20019329
2007,IOWA,19,EAST CENTRAL,60,CEDAR,31,105,579.44,"Cedar, IA",0.181209444
2002,IOWA,19,EAST CENTRAL,60,CEDAR,31,103,579.44,"Cedar, IA",0.177757835
2012,IOWA,19,NORTH CENTRAL,20,CERRO GORDO,33,21,568.31,"Cerro Gordo, IA",0.036951664
2012,IOWA,19,NORTHWEST,10,CHEROKEE,35,22,576.91,"Cherokee, IA",0.038134198
2007,IOWA,19,NORTHWEST,10,CHEROKEE,35,6,576.91,"Cherokee, IA",0.010400236
2007,IOWA,19,NORTHEAST,30,CHICKASAW,37,8,504.38,"Chickasaw, IA",0.015861057
2012,IOWA,19,SOUTH CENTRAL,80,CLARKE,39,7,431.17,"Clarke, IA",0.016234896
2007,IOWA,19,SOUTH CENTRAL,80,CLARKE,39,9,431.17,"Clarke, IA",0.020873437
2012,IOWA,19,NORTHWEST,10,CLAY,41,13,567.24,"Clay, IA",0.022917989
2002,IOWA,19,NORTHEAST,30,CLAYTON,43,709,778.54,"Clayton, IA",0.910678963
2007,IOWA,19,EAST CENTRAL,60,CLINTON,45,753,694.92,"Clinton, IA",1.083577966
2012,IOWA,19,SOUTHEAST,90,DAVIS,51,166,502.19,"Davis, IA",0.330552181
2007,IOWA,19,SOUTHEAST,90,DAVIS,51,82,502.19,"Davis, IA",0.163284813
2002,IOWA,19,SOUTHEAST,90,DAVIS,51,112,502.19,"Davis, IA",0.223023159
2012,IOWA,19,NORTHEAST,30,DELAWARE,55,189,577.76,"Delaware, IA",0.32712545
2012,IOWA,19,NORTHWEST,10,DICKINSON,59,16,380.61,"Dickinson, IA",0.042037781
2007,IOWA,19,NORTHEAST,30,DUBUQUE,61,357,608.31,"Dubuque, IA",0.586871825
2002,IOWA,19,NORTHEAST,30,DUBUQUE,61,260,608.31,"Dubuque, IA",0.427413654
2012,IOWA,19,NORTH CENTRAL,20,FLOYD,67,56,500.63,"Floyd, IA",0.111859058
2007,IOWA,19,NORTH CENTRAL,20,FLOYD,67,88,500.63,"Floyd, IA",0.175778519
2012,IOWA,19,NORTH CENTRAL,20,FRANKLIN,69,11,581.97,"Franklin, IA",0.018901318
2007,IOWA,19,NORTH CENTRAL,20,FRANKLIN,69,5,581.97,"Franklin, IA",0.008591508
2012,IOWA,19,SOUTHWEST,70,FREMONT,71,25,511.15,"Fremont, IA",0.048909322
2007,IOWA,19,CENTRAL,50,GRUNDY,75,103,501.86,"Grundy, IA",0.20523652
2012,IOWA,19,NORTH CENTRAL,20,HANCOCK,81,58,571.01,"Hancock, IA",0.101574403
2007,IOWA,19,CENTRAL,50,HARDIN,83,40,569.31,"Hardin, IA",0.070260491
2007,IOWA,19,WEST CENTRAL,40,HARRISON,85,38,696.85,"Harrison, IA",0.054531104
2012,IOWA,19,SOUTHEAST,90,HENRY,87,53,434.33,"Henry, IA",0.12202703
2007,IOWA,19,SOUTHEAST,90,HENRY,87,8,434.33,"Henry, IA",0.018419174
2002,IOWA,19,SOUTHEAST,90,HENRY,87,16,434.33,"Henry, IA",0.036838349
2007,IOWA,19,NORTH CENTRAL,20,HUMBOLDT,91,66,434.35,"Humboldt, IA",0.151951191
2002,IOWA,19,NORTH CENTRAL,20,HUMBOLDT,91,14,434.35,"Humboldt, IA",0.032232071
2012,IOWA,19,EAST CENTRAL,60,IOWA,95,83,586.46,"Iowa, IA",0.141527129
2007,IOWA,19,EAST CENTRAL,60,IOWA,95,93,586.46,"Iowa, IA",0.15857859
2007,IOWA,19,CENTRAL,50,JASPER,99,769,730.42,"Jasper, IA",1.052818926
2002,IOWA,19,CENTRAL,50,JASPER,99,418,730.42,"Jasper, IA",0.572273486
2012,IOWA,19,SOUTHEAST,90,JEFFERSON,101,31,435.51,"Jefferson, IA",0.071180914
2007,IOWA,19,SOUTHEAST,90,JEFFERSON,101,72,435.51,"Jefferson, IA",0.165323414
2012,IOWA,19,EAST CENTRAL,60,JOHNSON,103,60,614.04,"Johnson, IA",0.097713504
2007,IOWA,19,EAST CENTRAL,60,JOHNSON,103,92,614.04,"Johnson, IA",0.149827373
2002,IOWA,19,EAST CENTRAL,60,JOHNSON,103,74,614.04,"Johnson, IA",0.120513322
2012,IOWA,19,EAST CENTRAL,60,JONES,105,27,575.62,"Jones, IA",0.046905945
2007,IOWA,19,EAST CENTRAL,60,JONES,105,156,575.62,"Jones, IA",0.271012126
2012,IOWA,19,SOUTHEAST,90,KEOKUK,107,25,579.18,"Keokuk, IA",0.043164474
2007,IOWA,19,SOUTHEAST,90,KEOKUK,107,29,579.18,"Keokuk, IA",0.05007079
2007,IOWA,19,SOUTHEAST,90,LEE,111,205,517.52,"Lee, IA",0.396119957
2012,IOWA,19,EAST CENTRAL,60,LINN,113,314,716.88,"Linn, IA",0.438009151
2007,IOWA,19,EAST CENTRAL,60,LINN,113,380,716.88,"Linn, IA",0.530074768
2002,IOWA,19,EAST CENTRAL,60,LINN,113,752,716.88,"Linn, IA",1.048990068
2012,IOWA,19,SOUTH CENTRAL,80,LUCAS,117,32,430.59,"Lucas, IA",0.074316635
2007,IOWA,19,SOUTH CENTRAL,80,LUCAS,117,13,430.59,"Lucas, IA",0.030191133
2012,IOWA,19,SOUTH CENTRAL,80,MADISON,121,38,561.01,"Madison, IA",0.067734978
2007,IOWA,19,SOUTH CENTRAL,80,MADISON,121,66,561.01,"Madison, IA",0.117644962
2002,IOWA,19,SOUTH CENTRAL,80,MADISON,121,10,561.01,"Madison, IA",0.017824994
2012,IOWA,19,SOUTHEAST,90,MAHASKA,123,58,570.86,"Mahaska, IA",0.101601093
2007,IOWA,19,SOUTHEAST,90,MAHASKA,123,13,570.86,"Mahaska, IA",0.022772659
2002,IOWA,19,SOUTHEAST,90,MAHASKA,123,52,570.86,"Mahaska, IA",0.091090635
2012,IOWA,19,SOUTH CENTRAL,80,MARION,125,180,554.53,"Marion, IA",0.32459921
2007,IOWA,19,SOUTH CENTRAL,80,MARION,125,36,554.53,"Marion, IA",0.064919842
2007,IOWA,19,CENTRAL,50,MARSHALL,127,19,572.5,"Marshall, IA",0.033187773
2012,IOWA,19,SOUTHWEST,70,MILLS,129,37,437.44,"Mills, IA",0.084583029
2007,IOWA,19,SOUTHWEST,70,MILLS,129,8,437.44,"Mills, IA",0.018288222
2012,IOWA,19,NORTH CENTRAL,20,MITCHELL,131,51,469.13,"Mitchell, IA",0.108711871
2007,IOWA,19,NORTH CENTRAL,20,MITCHELL,131,7,469.13,"Mitchell, IA",0.014921237
2002,IOWA,19,NORTH CENTRAL,20,MITCHELL,131,11,469.13,"Mitchell, IA",0.023447658
2012,IOWA,19,WEST CENTRAL,40,MONONA,133,5,694.07,"Monona, IA",0.007203884
2007,IOWA,19,WEST CENTRAL,40,MONONA,133,10,694.07,"Monona, IA",0.014407769
2012,IOWA,19,SOUTH CENTRAL,80,MONROE,135,17,433.72,"Monroe, IA",0.039195795
2002,IOWA,19,SOUTH CENTRAL,80,MONROE,135,33,433.72,"Monroe, IA",0.076085954
2012,IOWA,19,EAST CENTRAL,60,MUSCATINE,139,6,437.47,"Muscatine, IA",0.013715226
2012,IOWA,19,NORTHWEST,10,O BRIEN,141,77,573.04,"O'Brien, IA",0.134371074
2007,IOWA,19,NORTHWEST,10,O BRIEN,141,140,573.04,"O'Brien, IA",0.244311043
2012,IOWA,19,SOUTHWEST,70,PAGE,145,16,534.94,"Page, IA",0.029909896
2007,IOWA,19,SOUTHWEST,70,PAGE,145,1174,534.94,"Page, IA",2.194638651
2002,IOWA,19,SOUTHWEST,70,PAGE,145,1791,534.94,"Page, IA",3.348039032
2012,IOWA,19,NORTHWEST,10,PALO ALTO,147,80,563.84,"Palo Alto, IA",0.141884222
2007,IOWA,19,NORTHWEST,10,PALO ALTO,147,11,563.84,"Palo Alto, IA",0.019509081
2012,IOWA,19,NORTHWEST,10,PLYMOUTH,149,15,862.89,"Plymouth, IA",0.017383444
2007,IOWA,19,NORTHWEST,10,PLYMOUTH,149,17,862.89,"Plymouth, IA",0.019701237
2012,IOWA,19,CENTRAL,50,POLK,153,112,573.8,"Polk, IA",0.195189962
2007,IOWA,19,CENTRAL,50,POLK,153,179,573.8,"Polk, IA",0.311955385
2002,IOWA,19,CENTRAL,50,POLK,153,276,573.8,"Polk, IA",0.481003834
2012,IOWA,19,SOUTHWEST,70,POTTAWATTAMIE,155,25,950.28,"Pottawattamie, IA",0.026308036
2007,IOWA,19,SOUTHWEST,70,POTTAWATTAMIE,155,607,950.28,"Pottawattamie, IA",0.638759103
2002,IOWA,19,SOUTHWEST,70,POTTAWATTAMIE,155,882,950.28,"Pottawattamie, IA",0.928147493
2012,IOWA,19,CENTRAL,50,POWESHIEK,157,65,584.93,"Poweshiek, IA",0.111124408
2007,IOWA,19,CENTRAL,50,POWESHIEK,157,9,584.93,"Poweshiek, IA",0.015386456
2012,IOWA,19,SOUTH CENTRAL,80,RINGGOLD,159,9,535.5,"Ringgold, IA",0.016806723
2007,IOWA,19,SOUTH CENTRAL,80,RINGGOLD,159,9,535.5,"Ringgold, IA",0.016806723
2012,IOWA,19,EAST CENTRAL,60,SCOTT,163,20,458.09,"Scott, IA",0.043659543
2007,IOWA,19,WEST CENTRAL,40,SHELBY,165,31,590.78,"Shelby, IA",0.052473002
2012,IOWA,19,CENTRAL,50,STORY,169,51,572.82,"Story, IA",0.089033204
2002,IOWA,19,CENTRAL,50,STORY,169,130,572.82,"Story, IA",0.226947383
2012,IOWA,19,SOUTHWEST,70,TAYLOR,173,280,531.9,"Taylor, IA",0.52641474
2012,IOWA,19,SOUTH CENTRAL,80,UNION,175,55,423.65,"Union, IA",0.129824147
2012,IOWA,19,SOUTHEAST,90,VAN BUREN,177,123,484.79,"Van Buren, IA",0.253718105
2007,IOWA,19,SOUTHEAST,90,VAN BUREN,177,78,484.79,"Van Buren, IA",0.160894408
2002,IOWA,19,SOUTHEAST,90,VAN BUREN,177,17,484.79,"Van Buren, IA",0.03506673
2012,IOWA,19,SOUTHEAST,90,WAPELLO,179,13,431.83,"Wapello, IA",0.030104439
2007,IOWA,19,SOUTHEAST,90,WAPELLO,179,93,431.83,"Wapello, IA",0.215362527
2012,IOWA,19,SOUTH CENTRAL,80,WARREN,181,153,569.83,"Warren, IA",0.268501132
2007,IOWA,19,SOUTH CENTRAL,80,WARREN,181,161,569.83,"Warren, IA",0.282540407
2002,IOWA,19,SOUTH CENTRAL,80,WARREN,181,13,569.83,"Warren, IA",0.022813822
2012,IOWA,19,SOUTHEAST,90,WASHINGTON,183,305,568.84,"Washington, IA",0.53617889
2007,IOWA,19,SOUTHEAST,90,WASHINGTON,183,242,568.84,"Washington, IA",0.425427185
2002,IOWA,19,SOUTHEAST,90,WASHINGTON,183,247,568.84,"Washington, IA",0.434217003
2012,IOWA,19,SOUTH CENTRAL,80,WAYNE,185,8,525.44,"Wayne, IA",0.015225335
2012,IOWA,19,CENTRAL,50,WEBSTER,187,57,715.62,"Webster, IA",0.079651212
2012,IOWA,19,NORTHEAST,30,WINNESHIEK,191,62,689.87,"Winneshiek, IA",0.089872005
2002,IOWA,19,NORTHEAST,30,WINNESHIEK,191,217,689.87,"Winneshiek, IA",0.314552017
2012,IOWA,19,WEST CENTRAL,40,WOODBURY,193,1077,872.83,"Woodbury, IA",1.233917258
2007,IOWA,19,WEST CENTRAL,40,WOODBURY,193,1344,872.83,"Woodbury, IA",1.539818751
2002,IOWA,19,WEST CENTRAL,40,WOODBURY,193,1003,872.83,"Woodbury, IA",1.149135571
2012,IOWA,19,NORTH CENTRAL,20,WORTH,195,11,400.12,"Worth, IA",0.027491752
2012,KANSAS,20,SOUTHEAST,90,ALLEN,1,1378,500.3,"Allen, KS",2.754347392
2012,KANSAS,20,EAST CENTRAL,80,ANDERSON,3,69,579.65,"Anderson, KS",0.11903735
2007,KANSAS,20,EAST CENTRAL,80,ANDERSON,3,28,579.65,"Anderson, KS",0.048305012
2012,KANSAS,20,NORTHEAST,70,ATCHISON,5,14,431.17,"Atchison, KS",0.032469791
2007,KANSAS,20,NORTHEAST,70,ATCHISON,5,23,431.17,"Atchison, KS",0.053343229
2012,KANSAS,20,CENTRAL,50,BARTON,9,100,895.4,"Barton, KS",0.11168193
2007,KANSAS,20,CENTRAL,50,BARTON,9,67,895.4,"Barton, KS",0.074826893
2012,KANSAS,20,SOUTHEAST,90,BOURBON,11,52,635.47,"Bourbon, KS",0.081829197
2007,KANSAS,20,SOUTHEAST,90,BOURBON,11,148,635.47,"Bourbon, KS",0.232898485
2002,KANSAS,20,SOUTHEAST,90,BOURBON,11,15,635.47,"Bourbon, KS",0.023604576
2012,KANSAS,20,NORTHEAST,70,BROWN,13,6,570.87,"Brown, KS",0.010510274
2007,KANSAS,20,NORTHEAST,70,BROWN,13,22,570.87,"Brown, KS",0.038537671
2002,KANSAS,20,NORTHEAST,70,BROWN,13,57,570.87,"Brown, KS",0.099847601
2012,KANSAS,20,SOUTHEAST,90,BUTLER,15,57,1429.86,"Butler, KS",0.039864043
2007,KANSAS,20,SOUTHEAST,90,BUTLER,15,95,1429.86,"Butler, KS",0.066440071
2002,KANSAS,20,SOUTHEAST,90,BUTLER,15,49,1429.86,"Butler, KS",0.034269089
2012,KANSAS,20,SOUTHEAST,90,CHAUTAUQUA,19,536,638.88,"Chautauqua, KS",0.838968194
2012,KANSAS,20,NORTH CENTRAL,40,CLAY,27,60,645.3,"Clay, KS",0.092980009
2007,KANSAS,20,NORTH CENTRAL,40,CLOUD,29,180,715.34,"Cloud, KS",0.251628596
2012,KANSAS,20,EAST CENTRAL,80,COFFEY,31,27,626.95,"Coffey, KS",0.043065635
2007,KANSAS,20,EAST CENTRAL,80,COFFEY,31,74,626.95,"Coffey, KS",0.118031741
2002,KANSAS,20,EAST CENTRAL,80,COFFEY,31,14,626.95,"Coffey, KS",0.022330329
2012,KANSAS,20,SOUTHEAST,90,COWLEY,35,49,1125.75,"Cowley, KS",0.043526538
2007,KANSAS,20,SOUTHEAST,90,COWLEY,35,35,1125.75,"Cowley, KS",0.031090384
2002,KANSAS,20,SOUTHEAST,90,COWLEY,35,11,1125.75,"Cowley, KS",0.009771264
2012,KANSAS,20,SOUTHEAST,90,CRAWFORD,37,41,589.76,"Crawford, KS",0.069519805
2002,KANSAS,20,SOUTHEAST,90,CRAWFORD,37,77,589.76,"Crawford, KS",0.130561584
2012,KANSAS,20,CENTRAL,50,DICKINSON,41,36,847.07,"Dickinson, KS",0.042499439
2012,KANSAS,20,EAST CENTRAL,80,DOUGLAS,45,110,455.87,"Douglas, KS",0.241296861
2007,KANSAS,20,EAST CENTRAL,80,DOUGLAS,45,167,455.87,"Douglas, KS",0.366332507
2002,KANSAS,20,EAST CENTRAL,80,DOUGLAS,45,120,455.87,"Douglas, KS",0.263232939
2007,KANSAS,20,SOUTHEAST,90,ELK,49,22,644.27,"Elk, KS",0.034147174
2012,KANSAS,20,EAST CENTRAL,80,FRANKLIN,59,41,571.76,"Franklin, KS",0.071708409
2007,KANSAS,20,EAST CENTRAL,80,FRANKLIN,59,63,571.76,"Franklin, KS",0.110186092
2002,KANSAS,20,EAST CENTRAL,80,FRANKLIN,59,51,571.76,"Franklin, KS",0.089198265
2007,KANSAS,20,WEST CENTRAL,20,GOVE,63,63,1071.67,"Gove, KS",0.058786753
2002,KANSAS,20,WEST CENTRAL,20,GOVE,63,178,1071.67,"Gove, KS",0.166095906
2012,KANSAS,20,SOUTHEAST,90,GREENWOOD,73,232,1143.3,"Greenwood, KS",0.202921368
2007,KANSAS,20,SOUTH CENTRAL,60,HARPER,77,6,801.27,"Harper, KS",0.007488113
2007,KANSAS,20,SOUTH CENTRAL,60,HARVEY,79,1240,539.75,"Harvey, KS",2.297359889
2012,KANSAS,20,NORTHEAST,70,JACKSON,85,36,656.22,"Jackson, KS",0.054859651
2007,KANSAS,20,NORTHEAST,70,JACKSON,85,87,656.22,"Jackson, KS",0.132577489
2002,KANSAS,20,NORTHEAST,70,JACKSON,85,154,656.22,"Jackson, KS",0.234677395
2012,KANSAS,20,NORTHEAST,70,JEFFERSON,87,96,532.57,"Jefferson, KS",0.180257994
2007,KANSAS,20,NORTHEAST,70,JEFFERSON,87,54,532.57,"Jefferson, KS",0.101395122
2002,KANSAS,20,NORTHEAST,70,JEFFERSON,87,114,532.57,"Jefferson, KS",0.214056368
2012,KANSAS,20,EAST CENTRAL,80,JOHNSON,91,691,473.38,"Johnson, KS",1.459715239
2007,KANSAS,20,EAST CENTRAL,80,JOHNSON,91,391,473.38,"Johnson, KS",0.825974904
2002,KANSAS,20,EAST CENTRAL,80,JOHNSON,91,329,473.38,"Johnson, KS",0.695001901
2012,KANSAS,20,SOUTH CENTRAL,60,KINGMAN,95,4,863.36,"Kingman, KS",0.004633062
2012,KANSAS,20,SOUTH CENTRAL,60,KIOWA,97,29,722.64,"Kiowa, KS",0.040130632
2012,KANSAS,20,SOUTHEAST,90,LABETTE,99,4,645.3,"Labette, KS",0.006198667
2007,KANSAS,20,SOUTHEAST,90,LABETTE,99,22,645.3,"Labette, KS",0.03409267
2012,KANSAS,20,NORTHEAST,70,LEAVENWORTH,103,208,462.83,"Leavenworth, KS",0.44940907
2007,KANSAS,20,NORTHEAST,70,LEAVENWORTH,103,23,462.83,"Leavenworth, KS",0.049694272
2002,KANSAS,20,NORTHEAST,70,LEAVENWORTH,103,43,462.83,"Leavenworth, KS",0.092906683
2012,KANSAS,20,EAST CENTRAL,80,LINN,107,27,594.06,"Linn, KS",0.045449955
2007,KANSAS,20,EAST CENTRAL,80,LINN,107,22,594.06,"Linn, KS",0.037033296
2012,KANSAS,20,EAST CENTRAL,80,LYON,111,33,847.47,"Lyon, KS",0.038939431
2007,KANSAS,20,EAST CENTRAL,80,LYON,111,89,847.47,"Lyon, KS",0.105018467
2012,KANSAS,20,CENTRAL,50,MCPHERSON,113,18,898.27,"McPherson, KS",0.020038518
2012,KANSAS,20,CENTRAL,50,MARION,115,66,944.29,"Marion, KS",0.069893783
2007,KANSAS,20,CENTRAL,50,MARION,115,18,944.29,"Marion, KS",0.019061941
2012,KANSAS,20,NORTHEAST,70,MARSHALL,117,17,900.18,"Marshall, KS",0.018885112
2012,KANSAS,20,EAST CENTRAL,80,MIAMI,121,100,575.66,"Miami, KS",0.17371365
2007,KANSAS,20,EAST CENTRAL,80,MIAMI,121,159,575.66,"Miami, KS",0.276204704
2002,KANSAS,20,EAST CENTRAL,80,MIAMI,121,77,575.66,"Miami, KS",0.133759511
2012,KANSAS,20,SOUTHEAST,90,MONTGOMERY,125,28,643.53,"Montgomery, KS",0.043510015
2007,KANSAS,20,SOUTHEAST,90,MONTGOMERY,125,11,643.53,"Montgomery, KS",0.01709322
2002,KANSAS,20,SOUTHEAST,90,MONTGOMERY,125,27,643.53,"Montgomery, KS",0.041956086
2012,KANSAS,20,EAST CENTRAL,80,MORRIS,127,44,695.28,"Morris, KS",0.063283857
2007,KANSAS,20,NORTHEAST,70,NEMAHA,131,8,717.43,"Nemaha, KS",0.011150914
2012,KANSAS,20,SOUTHEAST,90,NEOSHO,133,15,571.47,"Neosho, KS",0.026248097
2007,KANSAS,20,SOUTHEAST,90,NEOSHO,133,14,571.47,"Neosho, KS",0.024498224
2002,KANSAS,20,SOUTHEAST,90,NEOSHO,133,16,571.47,"Neosho, KS",0.02799797
2012,KANSAS,20,EAST CENTRAL,80,OSAGE,139,63,705.52,"Osage, KS",0.089295839
2007,KANSAS,20,EAST CENTRAL,80,OSAGE,139,60,705.52,"Osage, KS",0.085043656
2002,KANSAS,20,EAST CENTRAL,80,OSAGE,139,5,705.52,"Osage, KS",0.007086971
2012,KANSAS,20,NORTH CENTRAL,40,OTTAWA,143,9,720.73,"Ottawa, KS",0.012487339
2007,KANSAS,20,NORTH CENTRAL,40,OTTAWA,143,4,720.73,"Ottawa, KS",0.005549929
2012,KANSAS,20,NORTHEAST,70,POTTAWATOMIE,149,33,841.02,"Pottawatomie, KS",0.039238068
2007,KANSAS,20,NORTHEAST,70,POTTAWATOMIE,149,115,841.02,"Pottawatomie, KS",0.136738722
2012,KANSAS,20,NORTHWEST,10,RAWLINS,153,4,1069.42,"Rawlins, KS",0.003740345
2012,KANSAS,20,SOUTH CENTRAL,60,RENO,155,111,1255.35,"Reno, KS",0.088421556
2007,KANSAS,20,SOUTH CENTRAL,60,RENO,155,15,1255.35,"Reno, KS",0.011948859
2002,KANSAS,20,SOUTH CENTRAL,60,RENO,155,54,1255.35,"Reno, KS",0.043015892
2002,KANSAS,20,NORTH CENTRAL,40,REPUBLIC,157,504,717.37,"Republic, KS",0.702566319
2007,KANSAS,20,CENTRAL,50,RICE,159,26,726.24,"Rice, KS",0.035800837
2012,KANSAS,20,NORTHEAST,70,RILEY,161,11,609.77,"Riley, KS",0.018039589
2007,KANSAS,20,NORTHEAST,70,RILEY,161,42,609.77,"Riley, KS",0.06887843
2007,KANSAS,20,NORTH CENTRAL,40,ROOKS,163,38,890.53,"Rooks, KS",0.042671218
2012,KANSAS,20,CENTRAL,50,SALINE,169,16,720.23,"Saline, KS",0.022215126
2012,KANSAS,20,SOUTH CENTRAL,60,SEDGWICK,173,156,997.51,"Sedgwick, KS",0.15638941
2007,KANSAS,20,SOUTH CENTRAL,60,SEDGWICK,173,192,997.51,"Sedgwick, KS",0.192479273
2002,KANSAS,20,SOUTH CENTRAL,60,SEDGWICK,173,221,997.51,"Sedgwick, KS",0.221551664
2012,KANSAS,20,EAST CENTRAL,80,SHAWNEE,177,33,544.02,"Shawnee, KS",0.060659535
2007,KANSAS,20,EAST CENTRAL,80,SHAWNEE,177,9,544.02,"Shawnee, KS",0.016543509
2002,KANSAS,20,EAST CENTRAL,80,SHAWNEE,177,4,544.02,"Shawnee, KS",0.007352671
2012,KANSAS,20,SOUTH CENTRAL,60,SUMNER,191,105,1181.94,"Sumner, KS",0.088836997
2007,KANSAS,20,SOUTH CENTRAL,60,SUMNER,191,72,1181.94,"Sumner, KS",0.060916798
2012,KANSAS,20,EAST CENTRAL,80,WABAUNSEE,197,15,794.3,"Wabaunsee, KS",0.018884552
2007,KANSAS,20,EAST CENTRAL,80,WABAUNSEE,197,4,794.3,"Wabaunsee, KS",0.005035881
2002,KANSAS,20,EAST CENTRAL,80,WABAUNSEE,197,6,794.3,"Wabaunsee, KS",0.007553821
2007,KANSAS,20,NORTH CENTRAL,40,WASHINGTON,201,4800,894.76,"Washington, KS",5.364567035
2002,KANSAS,20,NORTH CENTRAL,40,WASHINGTON,201,4371,894.76,"Washington, KS",4.885108856
2012,KANSAS,20,SOUTHEAST,90,WILSON,205,38,570.42,"Wilson, KS",0.06661758
2007,KANSAS,20,SOUTHEAST,90,WILSON,205,40,570.42,"Wilson, KS",0.070123768
2002,KANSAS,20,SOUTHEAST,90,WILSON,205,104,570.42,"Wilson, KS",0.182321798
2012,KENTUCKY,21,CENTRAL,30,ADAIR,1,186,405.28,"Adair, KY",0.458941966
2007,KENTUCKY,21,CENTRAL,30,ADAIR,1,69,405.28,"Adair, KY",0.170252665
2002,KENTUCKY,21,CENTRAL,30,ADAIR,1,8,405.28,"Adair, KY",0.019739439
2012,KENTUCKY,21,CENTRAL,30,ALLEN,3,235,344.34,"Allen, KY",0.682465006
2007,KENTUCKY,21,CENTRAL,30,ALLEN,3,275,344.34,"Allen, KY",0.798629262
2002,KENTUCKY,21,CENTRAL,30,ALLEN,3,234,344.34,"Allen, KY",0.679560899
2012,KENTUCKY,21,BLUEGRASS,50,ANDERSON,5,101,201.83,"Anderson, KY",0.500421147
2007,KENTUCKY,21,BLUEGRASS,50,ANDERSON,5,78,201.83,"Anderson, KY",0.386463856
2002,KENTUCKY,21,BLUEGRASS,50,ANDERSON,5,51,201.83,"Anderson, KY",0.252687906
2012,KENTUCKY,21,PURCHASE,10,BALLARD,7,139,246.66,"Ballard, KY",0.563528744
2007,KENTUCKY,21,PURCHASE,10,BALLARD,7,58,246.66,"Ballard, KY",0.23514149
2012,KENTUCKY,21,CENTRAL,30,BARREN,9,369,487.54,"Barren, KY",0.756860976
2007,KENTUCKY,21,CENTRAL,30,BARREN,9,183,487.54,"Barren, KY",0.375353817
2002,KENTUCKY,21,CENTRAL,30,BARREN,9,37,487.54,"Barren, KY",0.075891209
2012,KENTUCKY,21,BLUEGRASS,50,BATH,11,93,278.79,"Bath, KY",0.333584418
2007,KENTUCKY,21,BLUEGRASS,50,BATH,11,44,278.79,"Bath, KY",0.157824886
2002,KENTUCKY,21,BLUEGRASS,50,BATH,11,7,278.79,"Bath, KY",0.025108505
2012,KENTUCKY,21,EASTERN OR MOUNTAIN,60,BELL,13,74,359,"Bell, KY",0.206128134
2007,KENTUCKY,21,EASTERN OR MOUNTAIN,60,BELL,13,41,359,"Bell, KY",0.114206128
2012,KENTUCKY,21,NORTHERN,40,BOONE,15,170,246.36,"Boone, KY",0.690047086
2007,KENTUCKY,21,NORTHERN,40,BOONE,15,132,246.36,"Boone, KY",0.535801266
2002,KENTUCKY,21,NORTHERN,40,BOONE,15,206,246.36,"Boone, KY",0.836174704
2012,KENTUCKY,21,BLUEGRASS,50,BOURBON,17,71,289.72,"Bourbon, KY",0.2450642
2007,KENTUCKY,21,BLUEGRASS,50,BOURBON,17,54,289.72,"Bourbon, KY",0.186386856
2002,KENTUCKY,21,BLUEGRASS,50,BOURBON,17,201,289.72,"Bourbon, KY",0.693773298
2012,KENTUCKY,21,EASTERN OR MOUNTAIN,60,BOYD,19,23,159.86,"Boyd, KY",0.143875891
2007,KENTUCKY,21,EASTERN OR MOUNTAIN,60,BOYD,19,8,159.86,"Boyd, KY",0.050043788
2002,KENTUCKY,21,EASTERN OR MOUNTAIN,60,BOYD,19,16,159.86,"Boyd, KY",0.100087577
2012,KENTUCKY,21,BLUEGRASS,50,BOYLE,21,34,180.17,"Boyle, KY",0.188710662
2007,KENTUCKY,21,BLUEGRASS,50,BOYLE,21,54,180.17,"Boyle, KY",0.299716934
2002,KENTUCKY,21,BLUEGRASS,50,BOYLE,21,47,180.17,"Boyle, KY",0.260864739
2012,KENTUCKY,21,NORTHERN,40,BRACKEN,23,111,205.61,"Bracken, KY",0.539857011
2007,KENTUCKY,21,NORTHERN,40,BRACKEN,23,38,205.61,"Bracken, KY",0.184815914
2002,KENTUCKY,21,NORTHERN,40,BRACKEN,23,9,205.61,"Bracken, KY",0.04377219
2012,KENTUCKY,21,EASTERN OR MOUNTAIN,60,BREATHITT,25,50,492.41,"Breathitt, KY",0.101541398
